PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15
-0.02723872445125028,-0.28931611744026453,0.23233071414287132,0.3001624637615669,0.2851708519390006,-0.6244387485641079,0.6666547720496083,0.18417935666152652,-0.10536436816451933,0.08931036275296295,0.425886050841922,0.13272402634885072,0.020898349177946793,0.09369942519854851,0.07440827772575873
0.07480314354418853,-0.16089259219351545,-0.10160853250249113,-0.11047615356898076,0.3812248012626528,0.028839050439523617,-0.32104369767438484,-0.11624406243251229,-0.16434197904172693,0.5538722986517486,0.16675070341032683,0.17255988059178365,0.19783872133826413,0.26251443676016867,-0.3847580904255983
-0.06363424801186832,0.06851412099256676,-0.4450442696194957,0.14139424294072717,0.33240270514529724,0.14190711321529748,0.42739445700660667,0.5542808079512695,-0.1500054399582384,-0.26066573894875467,0.1274697411288641,-0.47493618291720463,0.05238633638218952,0.13124099235898992,0.06422383121551684
0.4064775621144811,-0.5447834059472425,-0.1393352185427757,0.01227144074546238,-0.11128823315084413,0.12014304462628067,0.441719008987468,-0.22870666551817925,-0.08405794807625028,-0.2971205660172709,0.11585544969628903,-0.006765317073154642,0.0637171685073935,-0.11687466334822583,0.35139727410370186
0.17784381716729009,-0.014044301882016816,-0.10042772660194177,0.38641371730382074,0.41068354832851683,0.2630423593990725,0.277941037706804,0.09172618781056463,0.04642433201259266,0.29316482395827204,0.0331941732943456,0.033294874114597105,-0.10466042427752814,-0.20287245027009165,0.28938477489146264
0.17270072918491025,0.33155212484249247,-0.27773522622498753,0.13772742447340008,-0.07803432139076383,0.19203596873383144,0.05346681443166654,-0.2846429657258484,0.22099904381247026,-0.4057679185451969,-0.17001583884729554,0.078859797852203,0.10788826337819546,0.25674825450758093,-0.7263568419115123
-0.11418528476162126,0.13083972746486017,0.3259532779854003,0.13405733967421424,-0.02419119083358856,0.9415174963947722,0.14010344595228308,-0.2422470105565216,0.13714750975456336,0.20080179969802903,0.09372168383231172,-0.35056292589057064,0.2779520251667972,-0.05990363536795726,0.27697074099796165
-0.2959863009536831,-0.1064144152465746,0.03628257414635139,-0.5226698715801359,0.3586920693114798,-0.20054512154501755,0.23243277478484975,0.07718375150821821,0.2283716998937697,0.2524602083435535,0.06563911784922638,0.06201723786878552,-0.2858008076832813,0.05312767808170249,0.39224178484148686
-0.4059312935880252,-0.14266788269586164,0.012256604087295564,0.12250140659179548,-0.014961693734416137,0.08300753948834833,-0.27498640561149335,-0.2672966649917194,-0.04643329601808788,0.1511768680720849,-0.7175057966902506,-0.1070093874676854,0.001196377354721015,-0.05008580444617508,0.11586839068078475
-0.37849251150102686,0.12518733804820398,-0.30030596134026377,0.5368168325851483,0.02373501642748188,0.41285002408123117,-0.39470678070079535,-0.1394136212409255,0.03283201730724061,0.11694503758984115,0.16573015343264497,-0.08623293703587118,0.12282209285218877,-0.14831665331696536,-0.26076280320271983
