PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15
0.11157753746083883,1.0118347617870564,1.2110232413475424,0.5333839015333888,0.6038520393921214,1.5937088406361926,2.2441727561279183,1.7134741567395542,0.04328463534070552,0.26321821695916914,1.1195660026031085,0.6243556533853423,0.43455344813835334,0.6535633251547166,-0.14725646101271359
-0.3259397560365078,0.5964236007095503,0.5797074079663179,-0.8750926045184608,1.120841269379674,-0.11194240596977385,-1.0296712830345631,0.852956845236938,-0.6770955206306343,-2.0851913725875337,-0.2521935765777939,0.627700795501276,0.41158825824076517,0.24463138416617172,0.5350476627599061
0.16678937285314116,-0.1524573376156056,-1.0601260283681284,0.03765785320996615,1.3233606076847928,-1.0234530148485765,0.7849738192410529,1.8250583852286248,1.050717606189194,1.3627974066408783,0.4155566816879537,-1.1536868707003844,0.31204026183322325,-0.024892619343132378,-0.047769909184547335
-1.4122731919756508,1.7584308051319262,-0.5273175205569423,-0.14047561044698303,-0.6355792444314996,-0.48634188605750434,1.635012024005035,-0.37997390731121555,-0.4963691680213238,0.7964980646239103,0.5258090255252871,0.09090270546699207,0.5612053172974032,-0.4446238367096394,-1.2899526563729589
-0.8055060857591522,-0.026046676938208516,0.24592407058226162,0.9467982290326133,1.4615458995356052,-0.8080064232524794,1.0720423305197968,0.42413346729037366,0.7420656651140948,-0.6015223017126142,0.20322486306859644,-0.12284799390162311,-0.37294046797237385,-0.18355170643301152,-0.7246960715027162
-0.6594442902421522,-1.0384763057227675,-1.2629561834365606,0.5065623105367145,0.11360544952435325,-0.5428545025024202,-0.024716737602563616,-1.3385615823358497,-0.04407481697306538,0.6696328791523876,-0.5419379225964223,0.44354409671759487,0.1798224282112159,0.4555382862272366,2.205046761046413
0.22146147849297287,-0.4313855842814959,1.146597437362513,0.7127652108144571,-0.33636643050854775,-2.9542560402623432,0.6805248323208188,-1.0353086203286752,0.15205254432847579,-0.9565391093532084,0.5151334969147561,-1.224024107793794,1.0372755361681738,-0.37816557708230586,-0.7271465630306417
1.266875371233417,0.267689167555935,0.6958345600541388,-1.822678576785088,0.6142970349056093,0.6142776122661935,1.080833972806433,0.24361600829962105,0.9477648489577005,-0.40760406194880716,-0.008126140378039961,0.036860210452798206,-0.3725233496630871,0.6437964362061235,-1.3290438222966057
1.1310414183301047,0.9121377930621555,0.16369958940798124,0.44025058921727267,0.13526129134010748,-0.020612738584620805,-1.0110066468615733,-0.7844261250635511,-0.612807297873526,-0.541765629723241,-2.6651812141030624,-0.8813177685461222,-0.14977801687733452,-0.8630898198739787,-0.9433368532627725
0.9792516922409861,0.1778053713616724,-1.1107029403425144,1.711191253613362,0.9217875895031491,-1.3827133060700356,-1.3967459592557359,-0.5812519351173867,-0.03851145130935667,-0.6771954471178132,0.4923554736603376,-0.2185530745651968,0.08962883969031406,-0.14675541026436478,1.0955853411833187
