PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15
0.06814768795533184,1.0567405617857084,1.231959627487817,0.5243628646960484,0.5594037762011809,1.6744262336806104,2.136631241223028,1.8020185712402526,0.22839523052281047,0.29261125733481264,1.1230825552003099,0.5979609937915454,0.43710461375022025,0.7303394646315483,-0.12823890247590763
-0.33795552519536004,0.5806330192213666,0.6151150782372613,-0.9181409702866801,1.0966579335755189,-0.1144940693643008,-1.021431126183972,0.8886031800130348,-0.6105466801770446,-2.0747177306418885,-0.25186929196816044,0.6169893612514357,0.4143414710074965,0.2701083825441193,0.5040084017774393
0.19394742135171641,-0.1796450167845078,-1.0460306937478276,0.05160747326262718,1.3761600237929004,-0.9818859910160738,0.6441150383146012,1.7681829402309164,1.1396330958713332,1.3833305533022826,0.38932953957317784,-1.1597163614673294,0.2938558333848945,-0.024783520043172323,-0.06209159930614828
-1.4227864173776281,1.7141560996290175,-0.5008556480457601,-0.1421052854403384,-0.5808123176098414,-0.5207285874521038,1.6766018388825714,-0.291448855184632,-0.4522750392240259,0.7803369297851569,0.5135676204152683,0.0540454345781365,0.6189497974111487,-0.39244997412795724,-1.3005680748368735
-0.7960821699086513,-0.05760732206806369,0.25598637159585275,0.9594467020957652,1.4912968759647118,-0.7426514750492776,1.017415538945556,0.4260682683317032,0.7891942012743174,-0.582862305481959,0.2214597066981308,-0.11066269853022676,-0.3959474378499615,-0.22049620961284705,-0.7078347304011414
-0.6621939449163234,-1.0375399754224275,-1.2792129332412228,0.4970214180663854,0.1189902876375988,-0.5284771419529242,0.044427612829645906,-1.310919340969212,-0.12236962841788714,0.6501065590041939,-0.5198250283736392,0.4813985425794575,0.1592241221380016,0.4706249946744284,2.2021728695838476
0.23459175104768046,-0.4516218333841819,1.132304396999398,0.7305785509981896,-0.28596635980944235,-2.9410498149623616,0.7887433400876506,-0.9597914590660193,0.1580718711020023,-0.9348123536195792,0.5223617700825778,-1.2212177259035903,1.037086069452882,-0.31859051329025984,-0.6875722174289045
1.2838004141627783,0.2529318414605125,0.7139386984883096,-1.7981470227961356,0.6040051638582182,0.6263615256372324,1.0312556984088237,0.22721907943938055,1.0077407992849015,-0.3828349481409731,-0.01714082079017054,0.017539946848907237,-0.37123990075115887,0.6493871881076397,-1.3052780511014135
1.1048243653900112,0.9355450580964584,0.17455396766558695,0.40926170942940393,0.1442502252628505,-0.056593775654749025,-0.9532782968480783,-0.7929149396494043,-0.682585432061422,-0.5817458146902378,-2.674907460595769,-0.8575532591817726,-0.1616625048861989,-0.9382441959041968,-0.99405040193475
0.9559660911091932,0.23190341948916995,-1.1422775486151855,1.6806219026318434,0.9435057988727282,-1.3710302431664965,-1.3606427482009753,-0.6047336201140423,-0.11170543559277973,-0.6804770832243379,0.49352854354433423,-0.19298317194544995,0.05126216250956983,-0.15156073609485937,1.1343478177788406
