PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9
-35.573970837992334,2.4019612636018763,-220.84064411292877,204.70898864619596,-271.847074059017,345.4439028206789,246.61198423303574,-62.92979844203468,-113.81585513523663
117.75497200686748,-124.88872902824006,294.808104295272,431.22305822832175,-232.32927546799885,71.27568173841064,-42.95782185411099,83.48155209346866,175.9254641650419
17.02734023056442,-520.4088232500907,-125.94464948694278,27.730804128702175,127.95912567545628,383.80464108427736,-260.2389694249448,15.706456881550835,37.366900910905485
247.1931419861585,-390.9068338832143,139.4124450477426,-1.8932340659646343,-397.8671392171203,-183.38941087941527,-11.653255794355118,-196.66717254388215,150.34562477095545
-24.96099626200757,65.00731143625782,-87.99977855316789,-203.25695362451404,102.93618425904975,308.89074909691465,-133.93401635351444,202.06624004890307,-44.1279297377896
393.02355809697735,312.57832282454814,229.11899955172788,306.1465717837269,-6.474822508038372,373.6558622644384,106.25793225974644,-278.14235472650495,154.9986091636759
-37.35420117320436,-131.90266681030482,-75.09323956446133,71.31336202881539,-158.53689799247985,-110.57657872906071,-178.20628084164827,39.1009706997195,-45.136107158337666
126.7318852151125,-300.0623637823525,-416.8180606372885,153.6520308533651,-20.947321647314183,-164.16825546975036,62.31663859685142,252.77678121450816,-80.81346732482695
-378.4991061825364,-154.4441593666724,226.2541664369257,-515.7775882362332,-100.70591654326198,131.090762303617,-137.84597848386036,-105.50457564917332,58.666812929323385
-155.4560726878289,418.0222865753968,-262.9921574090306,101.37099765668972,179.18742938278137,316.4724867835183,-285.5447798225315,-84.20648088313928,28.024686254816345
-86.29303466135477,-121.7118684076111,172.55901335026874,459.9326218882185,225.4279654358325,44.08083044218688,182.18387486319415,-13.220950672843706,4.38373096558206
-51.882455161489816,-237.95491909820709,373.11342169764686,17.693804404219577,-360.853090167853,281.4040944744985,-102.57922077514243,307.36878547791247,376.45461488912275
505.0699361513324,38.25961798441922,-187.68133569434616,-62.53251357556633,387.1817741649233,-167.25145119465088,138.73813899231885,207.92279110304435,-37.50464527360401
-59.676662818332886,44.35027640567777,297.7614450760403,251.91256669410006,-260.9869717201746,83.06887685145921,315.3901721290506,-20.27334930075652,222.99334443895742
349.9238274333243,-88.3915972104666,268.3218205902867,117.18595241005448,-18.904245626468224,165.23089325244848,-407.02387150599304,-150.73360529416854,46.466776728701404
-266.63708880382256,287.25565969326715,-454.65294695748554,229.9755838503421,-5.182131193177554,-152.02423697342795,-54.857487191543754,-257.2541556146513,76.16658475912146
223.58825086593032,-208.0760109733714,173.17776151626072,-187.37905916836723,-340.7267385990794,192.56012745247244,-135.61655081672987,-154.28913559768955,245.0335504595866
-224.91392849476733,-195.85820604146352,184.21039387252455,451.31850515306917,-90.70706957116386,-389.45932304987576,-112.40006822131986,199.5707489539294,266.8445963036126
-77.3253440127589,11.399687887525786,389.7414523986816,600.8223559466229,-8.77022539773887,-339.4223297182559,284.01674604477387,208.01626618026927,45.788866425328195
391.7171907098282,205.69388347284638,38.69029358358773,66.47938398321821,259.7095874999233,7.342746856542135,277.6582761089253,38.48956400269235,339.0825898948763
441.3372569120846,-148.74920166212462,-163.40087710997673,-308.94225664421106,-355.7870557438013,150.4050277960339,96.11982197139423,-193.23057826140297,288.94273977655706
198.53833938532475,463.15756639823826,514.434553386244,-16.230061990600234,74.70457578173378,295.7865698212779,92.41480213643695,284.0695687968297,219.0926394351888
155.25600733573847,172.62869287531856,-377.79585796360584,48.87737916500316,-249.35445070611365,43.156348151276234,-215.49660765273566,-55.72019918929741,-353.4943018480488
4.634772715857892,537.9394825600812,-144.93089433136166,-93.84036573611411,-168.56267846793315,-232.4852484121094,-318.5621246563445,138.8276357316758,87.69603104970696
