feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
0.45917652593923985,0.48535559665039074,0.7834940016216375,0.6522106364221918,0.8447909166870702,0.2758366978738962,0.16962826767591496,0.8907396763484892,0.0971725501738185,0.21708974768249722,0.8590795808489629,0.6391697072859288,0.5266652053910708,0.09574882314406878,0.23006645580663102,0.0719174030908352,0.1916399501961757,0.1492253951228596,0.25798251626994095,0.4107420677890059,0.5201109901496903
0.5497440133776321,0.5544408739482825,0.9538322082816588,0.04071273852962223,0.17822976711165667,0.5251145450027338,0.6669292371438716,0.9242825224692778,0.1991871517896045,0.9304002216001515,0.012469384052532088,0.8109449813127323,0.0012820170770914314,0.10115693029861396,0.3114555550569589,0.0,0.8958788174354273,0.5441441970307311,0.044761708089151704,0.3243847024141771,0.7276322137473786
0.20058703048572238,0.9302491644856443,0.26976248399294905,0.3678343184319881,0.18547877564974297,0.5024426444096725,0.9553190855829684,0.19875932177104944,0.7684887928420545,0.5753382373125779,0.185985361274268,0.6612126146702374,0.5931618278249672,0.5001840060883829,0.0076678497582206165,0.8588164279849945,0.6279719153540612,0.04579631093204585,0.38777794369657453,0.023943248159368942,0.46765459323533276
0.2515188580834782,0.3281331532043619,0.6783588546502438,0.8523125058187045,0.643651584232813,0.4714582416754504,0.5669756343784875,0.060729288556758805,0.3321050324650719,0.035262955064461365,0.8822846463854265,0.8044727048635277,0.044282309571311476,0.9666293581432618,0.8430270554844933,0.7252584026827391,0.3586474568115108,0.8337370371752474,0.1660527021190925,0.41474350695163653,0.5358976222837848
0.6404484469933188,0.025738522554379428,0.36083285605274834,0.6285747369510424,0.5877172152880392,0.43268333099828044,0.9571767185506656,0.023385639258186347,0.37679626994313137,0.38059558818549016,0.4051324706970054,0.31098625302890687,0.1348496931289694,0.972957362383869,0.4632524675070641,0.19366901309491016,0.9205117845950287,0.6190127590376793,0.5726131778994342,0.6688263393705416,0.42549520748590547
0.9443743467641343,0.6776270079996055,0.6799507379515444,0.62627682382236,0.3797116426989698,0.4567798163704736,0.6080742346073368,0.3730992388626873,0.3886256120799976,0.5817511711286225,0.7835966432374953,0.6518240989622806,0.7839634250979736,0.9961469719380133,0.8756417293657501,0.9885975897877862,0.3624189201533541,0.17127687621308196,0.6197122275400267,0.2887561184590523,0.7751360850941929
0.6358169570350098,0.3262088824388781,0.8578275037021933,0.25647036033393134,0.28988704350924105,0.9424240463354672,0.9489097131613065,0.7369186484864672,0.6824302566298049,0.7374343686444433,0.2990036144264275,0.21504096692771366,0.11327630688667047,0.5200457786651433,0.2521924786718443,0.48703963054163585,0.037281547330772,0.39110337084761576,0.5900006155890588,0.041753627290015666,0.6819862969436934
0.7263204009999441,0.7513947716606846,0.7669893949976295,0.4378090520255997,0.8642540243368951,0.11344497446449209,0.09318863972423672,0.1053983731075574,0.6051178077838294,0.23874930382722964,0.2111830628478698,0.02933675717078067,0.13533800738159862,0.3362422756976124,0.7075353635778336,0.6955932782267875,0.6471824593971276,0.5892376453222352,0.7938416843536624,0.15544849270648173,0.45565849962225746
0.5010643795380255,0.5312537034591132,0.2975764689770894,0.8338630301381094,0.5064822781864887,0.9973120761058956,0.5480339340057737,0.5700323191060627,0.029110720435937175,0.7948448117674708,0.17138430925776568,0.6211349311890294,0.8780999116615047,0.7531621862401426,0.5889156049297981,0.3616334567393108,0.445892976022061,0.10370418059313354,0.7289136111250313,0.8630893432665513,0.6491439636118892
0.4152091454956177,0.7833812250247361,0.5510057810043605,0.7180222507894642,0.7390003642451864,0.5455738930353177,0.9238101847327395,0.9467301216235918,0.5040406189195371,0.16402190686368817,0.8795783849225366,0.2632436837381099,0.5086722159027189,0.877372400698304,0.9357467530755652,0.1192049528814878,0.06011049560325085,0.9858166460157455,0.8873968898868191,0.42191203724840687,0.4886872405920807
