feature_2,feature_9,feature_11,feature_13,feature_18
169.21557484494977,110.71626907017148,6.771141521308937,68.15849575521196,21.28376731995845
438.1322334947128,360.2329775941194,1.4388318036681471,5.515256837630995,20.49640105126322
165.1941006017517,103.29176244337708,1.8467779030943223,79.03777087410968,40.02616550470941
439.2136420138276,77.72992733572971,0.2143118486967403,179.84410294380643,35.277222940057364
30.00479774773048,65.66874304397248,5.154132630957991,107.9193871110626,25.59352401446952
81.94436847058881,109.69170034168334,5.948526455394609,174.74151019680576,19.159593615529136
338.7595865831919,108.94510717704613,1.5398659732975233,194.91529150782105,35.71762903973709
605.1449097863749,36.25478377359217,4.010448925284984,143.88567516282205,11.726250377004485
5.551169664529233,136.3209579304221,5.560306592204171,1.7242927527075675,3.0128554864725463
423.8174316387062,262.3798496965448,1.3705171491554096,97.05104295111434,9.764555130537827
584.1440280496136,373.49849538574415,5.4685529517727325,57.509158855369755,39.85474552721908
117.3716194407886,361.9163225120949,4.178703895274916,155.36968063842656,13.742671359051204
170.63624641372218,124.0129848079762,6.19299218761514,18.394805932541377,50.988859363719165
267.41595230113023,16.976773271667525,0.2681499937494007,146.1072096585486,32.32025155156936
0.7016305872468394,148.2982431864052,3.2960183147642947,59.2497505578412,11.452634266724916
134.10570769467873,325.87884004725174,1.990970576325987,179.0392528731311,6.637353752318639
4.059783100479244,76.5355694983694,3.130972267039749,166.16377893443138,20.219629421078373
163.0004076554349,5.323500787792032,4.4803971608350315,144.56903392545135,23.680482870550808
538.3240938864654,284.3718580033504,2.980492479402412,91.64675892277027,29.65419432955757
44.3926981177936,182.935921910577,6.491211526457759,103.0565962911782,40.19745740362119
209.59382362416017,334.0809255856321,2.4012989798657984,187.29015106841237,2.527408790954612
289.4738254687086,242.52964811898195,0.8570498113683871,194.70474437715913,15.51019219346016
506.714763447673,217.41239595377732,5.639208390086921,138.94227803589433,15.714685498974507
545.2136472757661,284.1339572136859,2.7519107448166156,172.06071894634547,14.737590388686126
407.3794456254405,107.55119262339086,2.9041170264010394,156.3714576116593,11.416204818633991
50.276812493169714,26.25651583837436,1.1410232842612251,60.64617930213038,30.74620065653394
296.0902755361329,291.4431654573944,6.652222701657354,189.39854588174745,32.14921720165391
299.7685748673733,63.04987969534552,3.0844618607818237,100.6555605015437,18.005521259195067
244.3112210297413,295.91443386240456,5.692253871197198,1.484519508288803,26.56044416953372
581.8368961843496,192.50936859808047,4.881327381798424,84.73901720841764,6.047014498295107
578.6091297408988,127.80221872423373,3.2051625314941496,92.14369686407342,12.134566748024632
275.7002961586316,41.86754734722741,6.384657610711014,18.48951275534121,27.157378081139168
133.6670531671803,177.16597151145504,1.769919947044201,172.80519010596885,22.46600597219309
65.94850754722981,339.7484477292594,3.1075088269264466,2.436985553494367,12.551250446654487
210.87174574891972,240.466144882492,5.310259667906835,182.18400791443744,0.1157556879533584
242.10044840950107,315.49524364075575,2.97502364689225,16.656551063593124,16.552784550516012
1.5769698460389,127.50985605332384,5.9445706236322575,22.97804186795723,41.1388569913333
443.4707920624682,327.210696350434,1.4413774793265677,139.39044169711244,8.229612020526629
109.72006726847,287.3435095023139,5.248803998144667,18.573497048965073,5.39273074984104
342.7582537757176,366.8684885890984,2.7652040285629775,136.96805108145213,32.279393642562546
245.39977522658484,381.1694998765173,1.8223695587112911,138.7590287135196,6.211168744057816
99.32320123292436,7.96032469455583,6.621758227858661,116.14635076064384,1.3673543079977806
462.7560878385304,68.06427569192778,6.069610899317318,145.25484335496304,32.815153219780164
485.7609582969367,208.1962141928419,2.8609377929974276,186.9754431692993,31.44317871258509
215.36846676714623,158.74349248780467,0.5111721056231301,68.8551318734125,32.304146704042836
220.8797560543872,68.84113681432687,4.305702748671204,166.78213148062224,19.88728655103614
227.18040015845617,41.368138777910005,3.674242177005317,133.4598559204843,25.549318708351063
132.34377560362398,278.6734383604957,0.6018466280479629,104.91808669839722,3.675259327265626
390.8611603100273,21.92764129055321,0.0549141283761637,12.524152305584426,25.725800720151938
238.29149663389316,147.05123999846631,5.144843280108769,31.736889594401156,31.675909372881204
55.53609144646682,143.41292947772533,3.052070261219204,102.30533878386905,22.541958938417853
24.612967822256568,29.61861280237924,0.281249633352425,19.818184393368636,14.617909485623551
254.17276736890415,276.9174965656943,4.1659074213985114,170.6365963510138,52.40843149207815
226.37565642392877,20.68941293899581,2.738337821008991,189.01492375355443,12.54045435557184
586.3433598470418,123.81660850835856,2.081879431427348,197.61822305235427,5.057968319546127
177.40195665829427,112.17655015571908,2.8187327854012127,59.901583838615544,48.09779368906001
108.36659814720473,361.1248142123655,2.6354561172950053,140.82820620469977,18.84478034325781
297.8810973885978,191.8219740557877,6.835677739240219,186.11248107916768,21.70129976459721
573.1996192710503,296.23654145112425,2.625487376088774,150.58062301690467,10.45626829886722
30.020108974898005,230.12799904996797,4.7566088590164135,57.92425916498991,43.91221764800286
487.88785983110546,168.42967942157225,0.9485071612154964,72.33790426245825,3.443809173362416
506.2918245186161,55.55945821854998,6.5838825946127235,174.28602695661027,49.86830084730262
134.20738952241635,38.93380158537165,2.011443384726313,112.88495535925752,15.82226637985978
565.4196871949143,379.6214136242024,5.317071469480968,95.24255637571838,4.531100135505229
356.38228868976444,116.52827666560528,2.19593636410379,200.31186022311255,1.9620791241713875
284.1057304162933,134.58723992302043,0.0247543467236712,6.022899602213041,48.99942873603724
464.8877437311655,92.90994599123988,3.9519546794518488,194.0135398510152,10.69602084251036
135.16022877709457,229.72551867859076,4.63856138830651,52.5142102241939,3.028477026372892
139.9606705389323,338.81067338467506,6.739153181768025,3.9324274803767,1.9831631627988804
113.83410476032536,78.58647580180559,1.936774639452777,11.24982779135214,41.57366057629597
159.64254010704832,21.587517292294283,6.146882873669776,24.77484567727152,11.417209440676997
254.82587510505456,312.64986007770216,0.2379963811917066,147.05979377360006,26.96986999568893
413.60678437276783,143.52090490899656,0.1061236736771044,85.07136796829516,50.04551125671529
101.07295001639712,334.360966648221,3.4546218522064884,137.57296691910574,32.650116457011315
203.15150488004315,72.63201208622331,0.3268389223806801,103.7776517341734,1.4928710528437463
427.5077436753567,48.539422189945896,1.133183816955731,144.40428310962943,35.96363030894426
205.97678951093627,314.42738211242397,6.611080802066965,116.62821744282864,13.523818464331343
98.99704973622995,96.87583707381782,3.179502564210338,183.35637299411508,10.37636001574724
372.0468457486823,356.6955544328436,1.8546582779884904,82.10111750428416,3.4842451977062496
457.5630609822187,124.24310896988602,6.218687098361263,121.04606953628324,17.06306428615836
118.58707725378976,223.2028929928199,5.949626052772419,30.91873061770421,31.236540039349453
302.49616523298414,116.36795758959668,2.329951623272197,26.829919818880473,9.53079489802968
131.58548252210187,327.27162422242566,5.411189640373918,21.698075297768305,9.45546427052702
601.5490108734418,76.22986197736012,4.589861253630777,72.25998742874434,36.749819439935415
276.6567435628244,361.00021584472256,4.219136959302009,159.3479250860318,51.25102251055257
248.40504865034697,132.15271557569642,5.489297624046214,169.61203472353932,23.25082543150831
273.8434147536938,357.4932426574161,1.6855164580208386,147.22170379912995,8.892349232283069
616.1657791982125,225.22778854558595,0.2496757198481095,115.0385778770297,46.524401824843146
388.0195692759699,258.6970814833766,0.4369655156066211,29.491608100918352,20.57641919341504
439.66371884192125,304.82738728343935,3.484707618451796,81.09557522507951,5.637369240123929
370.29685330994425,312.929139388518,1.7170303154221789,193.8302680089139,35.77399547953824
471.32877088292537,379.9122411529526,1.5561313560009296,116.9064524024946,48.65061040417819
521.8619194726189,4.496193717036605,2.6376215754303565,55.05728863410513,49.80690500128051
545.8227676320573,300.032408509099,3.698669317917628,93.37548357785484,13.268229909905031
464.6681908246112,121.67472107818054,0.1709636985965414,53.16128193721998,25.426370585558978
537.8946455925153,332.5711926051329,5.733178617161929,28.771988276918872,46.05787257465139
70.48215908273572,326.4623845847157,1.6868952439871536,143.66851796082162,15.001753062760669
120.6474541265317,106.28285448213953,4.755574309936793,92.85482321926482,44.01933149268203
191.4532888794044,242.554642908766,5.341958745071738,140.66642484439654,52.05774315780467
188.60675964145827,310.6313771351378,2.403726394172826,70.65791015366503,50.87998650290868
304.5256651430604,199.98583887359953,4.389723610488304,46.5862112852453,41.144893958845
164.27005034333786,212.31162543733652,0.5931561674745436,48.30950770493712,11.136828144397713
