PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,target
-0.1705287175111037,-0.2460868203977924,-0.2009615437056441,0.2202410773535429,-0.032896628419544,0.1596929996827849,0.2371762268099979,0.019976959494068,0.015483693648986
0.1803278320930205,0.1340274441461434,-0.0207196588941466,-0.2587766451809332,-0.0914124090235191,0.1579250789717362,0.1236225724079896,0.0363455082513384,0.0098433835852925
0.2301277511967909,0.0513673312685141,0.1980221299546584,0.0131024361663084,0.1775079639730263,0.04230962643106,-0.13067098266898,-0.1754900597437293,0.0061480444180856
0.0836373051944012,-0.1331885484837613,0.0382661180416129,-0.1913780578067302,-0.0848172234222654,0.0326909459767087,0.110230585114426,0.0041491172462806,0.0037514983200764
-0.145704298916485,-0.194468390152952,-0.1762827330979762,0.2193988172949451,0.1662733251630503,-0.0934947825609376,0.1723199015570809,0.0750792135957726,0.0134276680678618
-0.3288839522996625,0.0314613049651744,0.1116988598582855,-0.2172653650501921,0.1518134954756437,-0.1239066286416045,-0.0077040836388531,0.0261835090663297,0.0121780638980425
0.0938629555492688,-0.1146350966387994,-0.0813880816745646,0.045558736643338,0.2370374063262821,-0.0997393976536718,-0.0264511809135142,0.0809898806789767,0.0116954182146124
0.2250254234060651,0.0944313173686966,-0.1890848711524538,0.1838569232537508,0.0362971316707061,0.0450198948084248,-0.0425944739138087,0.2290589247830343,0.0140675004774666
-0.0004938448631958,0.1234499419543969,-0.0309414091002498,-0.1318452405972327,-0.0406459691585389,-0.0678354296205848,-0.1311323724892797,-0.0637592265605632,0.0084208493041036
-0.2959844923560994,-0.2084007572622138,-0.3433135368943922,-0.2533487268179245,0.0237890310742251,-0.2804590364627697,0.0952037104821618,-0.0418195702473039,0.0105133644871106
-0.0596067086953212,-0.0832495925597602,-0.0114629550720921,0.2349892851960791,0.1637590845643623,0.0234508848549413,0.0724796047113722,0.1241410285630143,0.0103358797109437
0.0911392093210775,-0.3281739292051626,0.1131033347011412,-0.2055271673141218,-0.07965486839599,0.097018728611368,0.0311550886694538,0.1776329200464357,0.0129298663461988
0.2364926997753148,0.1825898676500195,0.0024787026996687,-0.0366161628381951,0.0439007424635819,-0.1236528384493366,0.1219819285902231,0.1488893079911928,0.0103214356957953
0.0929125568356278,0.2141077506676096,0.1784812336454831,0.2027974871831386,0.1696615296230372,-0.0498874972698705,0.0363013352905794,-0.0267292239878265,0.0071757523306118
-0.0434442578411171,-0.0217509734028512,-0.2954972510434687,-0.0419455895367848,0.113020580385228,-0.2835349838730678,-0.0631639786416426,0.05471220443958,0.0087247221405325
0.0068354269493283,-0.1762008678358999,0.0174025737460805,-0.1629799565439698,0.1572378802024864,0.0831717605716965,0.1190272654563911,0.0179019716192714,0.0150275177086894
0.119788422695914,0.0539632530735615,0.1616062814728744,-0.0142216778614255,0.0514321546917065,0.2259494710062004,-0.1511338798280693,0.0567494658694839,0.0116815505562689
0.2258056661495072,0.0054669429707581,0.2598393490192131,-0.0429408173234602,-0.0377529643189134,-0.0283630250438292,0.0850313771747195,0.0525965540047345,0.0127969159192522
0.1130527557060096,0.2202986482512798,-0.305269230564338,0.1461266216316434,0.1664085150960032,-0.105082638659594,-0.038890460511623,0.0885813989317937,0.0137111731347291
-0.3308893150393842,0.0781929647962292,-0.2176259436336453,-0.0509810091857273,0.0835635970796769,0.0534339556852683,-0.111314540264024,-0.1334678279430939,0.0056461576780631
0.1951866512919808,0.1732255217449508,-0.2874896803884182,0.1314196728379063,0.1294337496618694,-0.0383931975056781,0.1628875285116924,0.0634577008871425,0.0085783916316932
-0.3147023156387039,-0.399718879614198,0.1102741999979246,-0.0166434591578676,-0.1208732115864913,0.0430324945045343,-0.0293997062532863,-0.1919267073947901,0.0118782977969559
0.2125749962490226,0.1003694503057143,-0.0812069240710263,-0.1764025655275557,0.2239808928344374,-0.0407620966833715,-0.102890179209731,0.03535969094006,0.0090215053590066
-0.3348159428926028,0.1467999545689839,0.1324491027237703,-0.1806518528257699,-0.1977425973712037,-0.0331133373629368,0.1690786481667335,0.0221963338901061,0.0053091710776411
0.0872921126290428,0.163578148015365,0.0962556524990168,-0.0503650150186022,-0.0233342258664054,-0.0234184487429649,0.0457454217917022,-0.0468600101064295,0.0148736652452235
-0.0900604153970004,-0.0135826890536158,-0.2939689398982454,0.0158059460954012,0.0961224017638609,-0.1773581590753779,0.0061200250640871,-0.1478229213475171,0.0100961879082678
0.2665024856918364,-0.2787942443760833,-0.2667526382991434,-0.1218249653987476,-0.0560072172074991,0.0930956482411413,0.0294150828262792,0.0364898287887849,0.0075105187640793
-0.142485294035948,-0.24700556909957,-0.1617324278936495,0.2535618906797016,0.1407084699947326,-0.0696183789004591,-0.1085076148311578,0.0326484396635887,0.007582074402035
0.2072728083463816,-0.3779884351197859,0.0164956398422299,0.1108435407118299,-0.1266966234149836,-0.150865979718468,-0.0152297560969526,0.1268423669186003,0.0082682844880462
0.2827080578158141,-0.020045558484443,0.1183066687153408,-0.0885967483834478,0.3298113185493702,0.1402590158170197,0.1041191314472858,-0.2067658581321983,0.0054192190016698
0.101151244892636,0.1325163355927044,-0.1757607800905396,0.2020881346518909,-0.2205881678850859,0.2837763420959802,0.0162563319610453,0.1069664887119513,0.0134113417879845
0.0284241660449487,0.0980482580493109,0.2455603551372069,-0.1282279352675567,0.1454465815893769,0.0170464895996869,-0.1753401902122379,-0.1015459475751663,0.0109065632108944
0.1621167047417758,-0.0689473715343444,0.2407618346397634,-0.2128371615876201,0.0486379194587186,-0.0475814427299013,-0.1362902764739413,0.1102679839484747,0.0122054364118141
-0.1929683324339551,-0.2451971976194589,0.1449190146512103,-0.1304625879908172,0.2210787039214242,-0.0439238225159354,-0.0714423041415139,0.1012747712325344,0.0078458675018858
-0.4180256512404569,-0.1218755557525512,-0.147923991392266,-0.0677183658984823,0.12997412589569,0.1219462057429474,-0.0663590878739349,0.128648271964066,0.0140892939108586
-0.2595976014911393,-0.2629051645559039,0.1940867718700166,-0.117713167061898,-0.1761014127707942,0.0247092566927281,-0.1288770629531952,0.0450548503474401,0.0189090890805556
-0.238309118076656,-0.3106803993395208,-0.1630861445494986,-0.1158591953311402,0.1572929977839586,0.0711314357413859,-0.2385942666769551,0.1492607495225797,0.014324941805093
0.2445412167183757,0.031799602996009,-0.2708210812291057,0.1377513364533178,0.0797483168274679,0.0824242695689566,-0.0265351091802995,-0.1944009373445435,0.0077070213538781
-0.2723858868347674,0.103403696811847,0.0239968223626475,-0.095856864083801,0.1310852079851323,-0.1624661871683826,-0.0499994631027977,0.1637644009147056,0.0112406417665596
-0.0635363142886251,-0.0801261804883028,0.2903312213130659,0.0971359526529912,0.247157976495264,-0.0154814509510635,-0.0023519568321053,-0.0828161433327366,0.0068121535156991
0.2009770741298347,0.3146877894566082,-0.2759617783911668,0.0542646222126132,-0.1657159294336332,-0.195346569185085,-0.0955664947043021,-0.1174277123060968,0.0067797567318578
-0.0669724081647536,-0.029219299432499,-0.3370302170808954,0.0417291234198195,0.1909385092231289,-0.2085802897009652,-0.1156051630154183,0.0746957384722794,0.0117818594127142
-0.3574183192826062,0.0585473120856747,-0.2384364896462852,0.0831275167140002,-0.2883667130274937,-0.1265020711966104,0.0433685331462674,-0.1216072084634131,0.0075631039403752
0.0425811597555593,-0.3420231200492897,-0.1992255510090056,-0.1222505657991751,0.0585759647485942,0.0749882515712692,0.0812887306321226,-0.0948308000083004,0.0046695343554366
0.3600371664394298,-0.0031616021293782,-0.3070543208105317,-0.0651004213384894,0.1727603470960607,0.1080065133077752,0.0115443844187461,-0.1512328368885407,0.0032422371333483
