PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,target
-0.5968747874973969,0.3647417671220604,-0.7368713789920881,0.0055395538260923,0.1171382549362301,-0.1881845595870828,-0.1676138713204188,-0.0456470394111638,-0.0977543872321813,0.1836621303419379,-0.3698705793731142,0.2299323769362926,0.0700072256710737,-0.0727603998440333,0.08892359838606,-0.2859053305290799,0.8588661507874209
-0.1447718859424297,-0.4605473811556009,-0.3034611508752545,-0.5704693395576975,0.0219796121541318,0.4608503327558889,0.1279986843931844,0.2109316041187534,-0.0773455249463802,-0.5147381875381528,-0.2097710424436275,0.1854206750074232,-0.2762738296189693,0.0910733517614819,0.0864503652561138,-0.0897316834534076,0.4083326254303163
0.1652879420037689,-0.458272664626857,0.6292690342505396,-0.1889609957139896,-0.44086506227685,0.0187088100379941,-0.0993456207182215,0.2508413651903948,0.0088694222123774,-0.5124872380102015,-0.132647335671326,-0.2951215319947433,-0.0801234181097564,-0.0149442912184126,0.1978578774378453,0.0310558393438787,0.2905433785354954
0.4196203874034693,0.0095640216556864,-0.4376482723536159,-0.0920002233084795,-0.193304513306347,0.1561724515520627,0.2464247813220125,0.3712965225312077,-0.0792206459296658,-0.0781762731805504,0.1283606725483691,-0.2263697739979649,-0.0593314518017956,-0.4064318628562147,-0.150709161957489,-0.0026162656836035,0.2031025413043567
-0.4582703282158858,0.6639682877963116,-0.0565752632733884,0.2601206844034789,-0.1740655286792545,0.022910444531348,-0.5418422632541742,-0.0584496713026758,-0.0173262613716391,-0.0029891504231736,-0.3711474556180903,0.1350176086289143,0.2475833917138917,0.021746991986386,-0.251422620825702,-0.1724741950397829,0.8210213601360593
0.0875671421159019,0.5319228127579589,-0.4539295667160744,-0.5729615052497965,0.2612756301278088,0.0800909136028162,-0.111339402746068,-0.2953173764552551,-0.229754012348329,0.234677954436651,0.2524916309943331,0.0026193359939423,0.3841433846892036,0.2662435873122953,-0.2022833351703797,-0.0725994204692005,0.7027842916593978
-0.1903029926386291,0.3315438596865266,0.1372827602758297,-0.0330793790296643,-0.5334259602877214,0.6277767134665232,-0.2402699214397891,-0.118773194787681,-0.2595405960037141,-0.1848552626855003,-0.2913375326887736,-0.2288647464941137,-0.0397787774267066,-0.4434790149959195,-0.092852261168734,0.2036375155477926,0.6416381276016699
-0.4648905884586164,-0.0959758819676176,0.2365289157631393,0.1075186218188758,0.0899214226828882,0.0673442605979889,-0.0720589683729794,0.109486626368898,0.3259134893118079,-0.0880404501884404,-0.4554188913743096,-0.2520283593531307,0.0468283210463231,-0.0954801093243279,0.075990468615119,0.3743472390230932,0.6114630543055883
0.1989950013394565,-0.0813018888844112,0.1498064205252604,-0.0012191618311944,-0.0830419977229136,0.49011601963683,0.2735041901691873,-0.1859939999060596,0.2959855378053607,0.2165523448374253,0.3536360375296721,0.2984260789592576,-0.1135128199228142,0.0091504341058791,0.3427998599769021,0.0483159579119648,0.5648866230657172
-0.4121312442739383,0.1799020129133618,-0.4246183880818244,-0.3877934330049273,0.1508803298875101,-0.0530146420869048,0.118238184556239,-0.404881099901182,0.2103664830134184,-0.3591396032064697,0.1051112537947824,-0.2523793593530226,0.0219252527979073,0.1805132977161961,-0.6690237649146944,0.1913333896275446,0.4642293532837557
-0.0212305407684351,0.4233657904990744,0.2615950179592493,-0.0172088256060038,0.094650009071007,0.4888639754249838,-0.4605832888331586,0.466245481963404,0.2732157541821111,-0.3991003890521902,-0.2221585010188831,0.6775692826535432,-0.0358301951875037,-0.2228908179650816,0.0179640985814381,-0.3566356259902606,0.6069912959621495
-0.1330473892223007,-0.1155199252753786,-0.6847014398211192,0.1302898921256763,0.1207244976207796,-0.2114366629957136,-0.5359601517970125,0.415455899453733,-0.2541351991261014,0.3354323029250112,0.5356560117358486,-0.0575220545439016,0.0305122599182669,-0.186720918052528,0.0503292678837782,-0.1136703358757148,0.7652492635800902
0.3269467493126552,-0.039656210690773,0.2699472542411714,0.3430510723578984,0.2186744744737098,0.4283485215788413,-0.1705965794314927,-0.0731748103365274,0.3734168142479971,-0.2323825406873616,-0.22599773578297,-0.6654749593259318,-0.391085962095488,0.0085248328051377,0.1890443602773933,0.1069073708394557,0.6347514335377308
0.4377869486950442,-0.0306601615811797,0.0481737402822669,0.4185933729737155,0.1016192440657276,0.0658445866101037,-0.2643315995876376,-0.2760977314242129,0.304845341685648,0.3540197551447721,-0.3786667174476129,0.1776958917596774,-0.1183177893985094,-0.0077389668613241,0.0838908687319844,-0.3409197826266164,0.4207341313407655
-0.5074583679390575,0.2206019815174585,0.1519451737762686,-0.2963211206766595,0.5221705239140727,0.537838576917386,0.1209974483651997,0.1668048907167741,0.1282133508515399,0.1913860619444387,0.1195273870833466,-0.0242100135013443,-0.1804161463833244,0.1335024195738049,-0.5746214310293943,-0.1010333742353097,0.5640578767157746
-0.0408573343584962,0.2112104353656005,-0.6021292348757223,-0.4364365897961089,-0.0871568793509776,0.4388396403529596,-0.3805675172130227,-0.1600762907898378,0.2314715529369695,0.1718760071883103,0.1258692998700334,0.0890138151382371,0.0392317298251517,0.0049899461818568,0.3025520048555624,-0.1375032564532736,0.8460452087566404
0.2741313459390511,0.0587502526988154,0.226903989770558,-0.2613141594700366,-0.4609208031872039,0.535717892563402,0.168366483104933,0.2210051878646803,-0.038810601123229,0.0408661907462615,-0.0661250823421161,0.4561757561257962,-0.4735772650156863,-0.3674708292843285,0.4448685954427632,0.2533517966812567,0.6624884674710351
-0.3772855538605841,-0.2988249132480192,-0.3924588801896411,0.1456482469248025,-0.2879120885749485,0.4851309382144319,-0.0139764171981634,0.3401547601045712,-0.030121031697176,-0.1489196683440913,-0.2326811000658685,-0.2953391823460812,-0.1485146341842935,0.4572926839364305,0.3651664306311951,0.0415818002547634,0.6782732757078179
-0.3334474921425173,0.4392251613135136,0.3264298296174006,-0.1645120024579464,0.4627050427342183,0.4243808995163912,0.0959900279745442,-0.0394560346010034,0.2884703900735131,0.5420663483068615,-0.1678105247983757,-0.2337176924456605,0.0866802472216748,-0.2758499255975895,-0.0080844885143798,-0.4317006481674176,0.8203764468078462
0.2580478770397921,0.0326880079090632,0.2936448192394035,-0.4937744968137476,0.5607064829518561,-0.2305251201982916,0.2471735219637822,0.1339084585506894,-0.1774278506755031,-0.0477474466280543,0.2750759657528397,0.1979691510734264,0.2861048193817916,-0.1111247015258597,0.027999351243921,0.0642638692369864,0.3230069539184562
-0.0700251036284539,0.0143393783421182,0.0027440530942307,0.2603190779431851,0.610395465619827,0.2035833422151934,-0.1192560137006533,0.4733681124768862,-0.1890260683797514,0.5661940292830807,-0.3382263417367582,-0.4459052440103894,0.214772507824478,-0.2918880187420316,-0.0206940934052056,-0.6805169308547164,0.5714191028219351
-0.4428688148706082,0.2167410784324328,-0.2376515949435353,-0.1015387132776601,-0.4726256749132698,-0.3925032497308773,0.0613802408817992,-0.3871868634866357,-0.2693842280775422,-0.3818399193921337,0.2751903438156966,-0.0905899326066004,-0.2158655414664781,0.124500280019403,0.0510758438123951,0.0345344832234371,0.4775005308330722
0.2191913703083073,0.2522273662002986,0.6716110802899308,-0.7454832893571344,-0.3959560095716625,0.1808692350084731,-0.212940685753516,0.0676969199399082,0.1944726536456237,0.3010006990873681,-0.0812474887437789,-0.1910959704917737,0.0983672997954695,-0.3434245583196834,-0.3525289965759932,-0.1909504342013025,0.5796315368866991
0.3876087676997035,0.20099984250539,-0.1387145595931645,0.094907795794899,0.2340742955233316,-0.4926822635444539,0.1023260065168923,-0.0146591945011277,-0.2219200907430271,-0.6817253795458877,0.0631363809611242,-0.4359185638076511,-0.1227004023809471,0.2046987134757034,0.1127382921791745,-0.0537264980939014,0.2807267283967992
0.4122501209270731,0.2030375465470397,-0.009871112746477,-0.0894339332284971,-0.2300249356035607,0.0657460473810419,0.1639646591522306,-0.3143275255079936,0.6676181528657954,0.0850535674846739,-0.0992398798376915,-0.0503480587064392,0.0273285573843325,-0.1199287504340803,0.0618330189718215,-0.1917749887302728,0.8072105211853482
