feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
1.4113072665453374,-0.0702998288543172,-0.7359976346387754,1.1217893675540611,-1.370352215175549,0.822411163451526,1.5070444346117298,0.2030108129214484,1.2951073079369266,-0.685388186438675,-1.2034870658259018,1.6133020159787803,1.6550809524246313,-0.5978751133475708,1.6383573175064918,0.5052898199986287,-0.9836405406041576,-0.369556303453797,-0.2905352777161269,1.330714488630622
-0.1586810109412961,-0.4496901680317833,0.790406279540975,0.6980856478860483,-1.6480051121859711,-1.0146640511172436,-0.139332837263111,-0.0272912621816057,-0.344153528425427,1.6066079307283396,0.7187909386942072,-0.9660798883771424,1.574449436552918,-1.6728050300127335,0.6861253275918446,1.4618017162133663,-1.2150335533485874,1.63425316733484,-0.3419287941453994,0.6637103219060475
0.6686576465165066,-0.056930937098936,-0.7588240153338637,0.8865937695251326,-0.2181795765570721,1.4584925780164315,-1.1610557402768882,0.4941641406185613,0.4992448804333025,-0.7535877890270535,1.503198175244243,-0.7687453668411329,0.4995994410549158,-0.4111916260470437,1.2391735643355135,0.5023139363871596,-0.1960095760944813,-0.4617447394982013,0.9328315178010068,0.1704546528152161
-1.6689442586615617,0.5023139098674384,0.7965444868379576,-0.8816319759383203,-1.0729071705618811,-1.1996471867300094,0.8011836835839339,1.4289280437215457,0.9527944335623932,-0.9883922121896336,-1.7159318874162277,-1.5584131886966546,-1.343977518628516,1.3185998726583088,-0.0296444113956069,1.3385287533842314,0.9953843535760132,-0.5726727957424015,0.622855249548413,1.170930913695119
0.094892614896061,-1.274920450430708,-1.526175067766671,0.0754289971748952,1.318870978993056,-0.7131160821676673,-1.1283670305179887,-0.907216918107936,-1.6641479805000934,-1.0991831396937537,0.4223095463234628,0.8311112409089422,0.5418963783231368,0.0844039700808883,0.813579449276956,-1.1708918601469125,-1.3953242153941343,1.7674900942824552,-0.0092258537645954,-0.4257053165513977
-0.5109180234772224,1.5525504317835903,-1.2313596983869624,-0.583519923094543,1.2130454980398608,-0.3138640638270531,0.3129372518808225,1.4963812659435525,0.6586313947162632,-0.6947996104725896,0.6729524943883551,1.2153809409425105,0.8898503338751274,1.2310416669990172,-0.079965758573105,-1.0370088356055651,1.6447633579827572,0.5107009273394378,-0.4291858149789483,1.4370324436663406
-0.1781127950047,-1.2628529628628244,0.2263549560947044,0.9599599558291396,-1.3498305663370007,-0.3379892920486843,1.478898046590986,0.0800996847695506,-0.872806703091255,-0.7016576226857786,-0.1513138375562553,-0.9172069378803844,-0.4689744796678552,1.5772147167674389,-0.9803764117258672,-0.4275101376966338,-0.5559242726279843,-0.119753675157073,0.6516017415170738,-0.3664540940716195
0.5935600806305888,1.6589676683021035,1.7383907000273526,-0.8207553965248741,0.5291635419713562,1.5220762518296351,0.9954647577983694,0.7069671462812979,-0.3002284038486558,-1.3693721816903135,-0.1076079269444383,0.2778806127328902,-1.124541468872113,0.7015693607322114,1.411495072583729,-0.2392134077875328,-0.7200316210008291,0.4342733821095457,-0.914380143263554,-0.4074029117425612
-0.1337199704308499,1.206051203750793,-1.6649768579179751,-1.173246450939625,1.410248330635355,-0.9520056787641428,-1.457020358774793,0.7789415776535864,-0.8463497599041989,-0.4501901197595794,0.19791175976182,1.0275885314520898,-0.2126451073160822,-1.737856275419262,1.012803856413335,-0.7402373018939922,-0.6799904320512243,-1.8197698570221468,-1.48312688955658,1.185873446837033
-1.5891143964880592,1.649347607090889,0.7091537097172003,-0.1244576130756841,-0.6522920325557476,1.0785151833222644,0.2447086859920207,1.2821938677602167,-0.8903810260847204,0.707754340839939,0.706932072894483,-0.9991255276935402,0.0088730022682137,-0.1020919468609592,-0.2843760866520506,0.8027809940693802,1.0008359609108517,1.15487577804317,-1.0424252740837752,1.189191177800735
-1.567686881451899,1.5409991269278196,1.619187121323186,1.3150073334360315,1.1353039316210325,-0.8158672700200071,-0.0479009126913825,-1.6026916140085556,1.1466684008037868,1.7284615550827012,-1.2916901905389009,0.9832048230180752,-0.6095168635393288,-0.7806129638177182,-0.7516175381838064,-0.8360119883556323,-1.2457505762775378,-0.7193753071437625,0.9216424743027962,-0.2750969530254916
-0.8338666867074982,-1.6536559149760988,-1.0302702797504983,-0.8657894284907459,-1.0114915324676168,-1.4995209548385404,-0.1792887240026509,-0.3912417996663527,1.5329197735278144,1.6220707028956889,-1.212342350813814,0.35927007581569,0.2107945805627331,0.8986297500443821,0.8201212029731485,-0.2010884755879587,1.4173207422617762,-0.7677603383471266,-0.782762916326873,0.2604325653381161
1.4430385813115985,0.6770474812906223,-0.7279337286902698,-1.414493203967883,0.9746486919266714,1.4540619428368844,1.3421409576883006,0.7803666082813991,0.7769427040350115,-0.563247985798777,1.4981582749421851,1.3336356034274468,-1.084949649337453,-1.4517977373743038,-1.089946996890948,-0.1627880825202581,0.4977282269912444,0.1203245111371585,1.6483960642550353,0.6152763399232171
1.03566426435396,1.6106887024837704,-0.1786002562998457,-1.5302816511970427,-1.4527579303417044,0.2870218732713183,-0.3217880689660715,-1.6518631268912856,0.0772908293929129,-1.546455013050585,-1.6905360627863142,-1.532370227115953,0.9147479313783944,0.7396898974672611,-1.069986434234858,0.4003289244075078,1.789140636637655,-0.2323940596020026,0.429845765046391,0.3688650567583902
-0.484647081666844,0.3898542268958747,-1.692503436102826,-0.3085331628464649,-0.0447277019090963,-0.0021731909547492,0.4861942060649848,0.6549486038165447,0.9093572248699618,-0.3401698671548117,-1.102149947973756,-0.0677087258980882,0.914695561906943,-0.750745189960313,-0.335941273661513,1.469532277485831,0.941630587156052,1.1511861828243957,-0.9322398035234092,1.39447807382151
-1.0101762653976611,-0.399628555999272,-0.9352855438132784,1.242618110176883,0.5398542257946324,-1.2899675776936037,1.181566004950833,-0.1232565830781405,0.6765393806709661,1.291039685492029,1.3254272051449585,-0.6989954851258944,-0.6940236461169562,1.3047890060053684,0.7096173801880173,-0.2378983887377748,-0.5436966661209347,1.103492411793742,-1.2465461283787935,-0.8121759201083896
0.6197547808504872,-1.704867493356476,-1.673442150846837,-0.111155220248069,1.3136253238439062,-0.5256582797898836,1.1293382616154686,1.3761059097650077,0.3302539641598961,-0.999363275177486,-0.1883421520564877,-0.147545946807775,1.081724572373449,1.0838516412219097,-0.9848978023968948,-0.0975022995433858,0.1683957082887942,-0.9986427921184512,-0.3599944236860616,-1.7490316776319972
-0.9063976425962896,1.1748988741042776,-0.7712756853664275,-1.1760136591486705,-0.0476719220949903,0.2107340912819764,-0.1306470642850638,-0.5961914019969459,1.408915653608016,-1.6534989679157093,-1.281525685813581,0.5052072383322184,1.122045107059346,0.7132954909652279,-0.8138665812056219,-0.4069469556243392,-0.0359771548878251,0.3509974282779135,-0.1340952003049119,-0.3450781656125833
-0.8092638979331382,-0.4513548456719183,1.359107559107677,-0.612860448402081,-1.11944448656669,0.0304439406422516,-0.378909622399137,1.1752834956607343,-0.5885400938154974,0.909767255911177,0.9997841173289768,-0.2203370751848413,0.4896191926849073,-0.1948270397552761,-0.3785345088161227,-1.7639404645233885,0.7845127219557176,1.0863862177325547,0.2558250315091253,1.2126124373714833
-0.4677591602701752,-1.6773443935549013,-1.444507581817816,1.7043999483788017,-0.0901442260698696,1.4142723528347971,-1.1076763174883864,1.3209467074092656,-0.0394965164105226,-0.0219970858083442,0.9937737980473776,1.4778923339760937,0.4458948566177061,0.0009606580635167,-0.8410548311320393,1.2029031823309675,0.9195551272425472,0.8984848861307038,0.94401220126553,0.9496143151234024
-0.1414976391334673,-0.4586782289519305,-0.5068057456209145,-0.181454614493928,-1.414855941531605,1.3973485263984304,-0.6009309045058525,-1.3374712716843584,0.4533405470689614,1.3663819273717357,1.4530947789469808,-0.5005085788923014,1.4665434221899842,1.4463707227671003,-0.9612518363088132,0.261468558324941,-1.0926365539840242,-0.1884416782877699,-1.5148133024924306,0.6916549541675894
