feature_2,feature_9,feature_11,feature_13,feature_18,target
0.7199615901942815,0.3627512393298713,0.6158139898830177,1.2420021926167228,1.2583719376053388,1.7291842962370958
-0.8093549278316399,-1.5217192244926148,1.1865951044056935,1.0409746511497315,1.3271378744380165,-0.6165134564077376
-1.3585829442030537,-1.15265984060364,0.3965425260738277,-1.914591392506632,-1.4551855307010146,-1.2399663798217009
-0.1260687721256956,-1.8281401147032803,-1.3157909696231538,0.6125515360977016,-1.286091940185211,-1.707157285546374
0.8816156309860735,0.519346831842873,1.2870101582735236,0.3634985790887531,0.2433499314374259,1.5338959532366887
0.5281832240550325,-0.2942828520341764,0.0106926925751464,1.0263041929607966,1.0012023442396485,0.9219810880606666
0.960163253513698,-1.45429898379684,1.4519771400903705,0.6418010570030975,-1.7220199001721603,0.604366489177464
0.77431866378716,1.0942430118364226,0.5106412501792931,-0.7137591535244328,0.4914630917177279,0.4473046453565338
0.1749367301778865,1.213671966471879,1.157390020589946,1.3645310719506143,-0.3194236934207365,0.2044254921363452
-1.644075151990864,0.4144080455728517,0.4242750172389266,0.45926004946285,0.697853316167792,-0.3225180654443723
1.5044656711813549,-1.433170729022897,0.7967522433474206,0.830382296291733,-0.2376039929544054,0.4240100732522684
0.8893344423936033,0.5404157392551738,-0.3232871388941118,1.340315666653463,0.6536617261138813,1.245607077319074
0.5915787812708897,1.1389470839448448,1.1846118898871416,-1.3373272073554154,-1.4922722538282978,0.568540484923787
0.4661439897863292,1.414192296717786,-1.1799489611825895,1.2718770219612456,-1.1704185495268913,-0.551193073156888
0.5377159194997065,-0.4619021089193426,0.1211652252732513,1.191663612491887,0.5473702803862316,0.2000987507287411
0.6714084161168117,0.6558848812645215,1.4983260029008372,1.4340811621063294,0.9589666288564548,1.6630543422483266
1.470460907457795,-1.1629673653180523,0.5931025838083183,0.9304992300048384,-1.1297435183451736,0.7127661728797087
-0.8908127884880482,0.7479996818608007,1.366240449194601,1.3426885788643113,0.952012499278764,0.7947638095563037
1.132736421689542,0.6205354680970133,0.67860799377527,1.2481092040163118,-0.4414341830398465,1.5305657589241846
0.0060379830556396,-2.096454428972363,-0.9727103030955626,-0.8339494325568831,0.4133427870573079,-1.0675418907507253
0.2875912463629015,-0.124935183848685,-0.2793977712201169,1.3983598059684743,-0.1748253138659045,0.2385240209368331
-1.5843874640834827,0.0777160427566393,1.418899990116319,0.1774746586714952,-0.379701463566312,-0.2528691987266427
1.2374661304614876,-0.6801167669283088,0.1395823906152081,-1.3005447497493077,-1.7138789333507851,0.2813756264189871
-1.0019195141600443,0.1488218016370197,0.6630282817043056,-1.6244945666698996,-1.3157827556864552,-1.292206136024226
0.0769004150380916,1.3764963968509578,-0.0361713901349111,0.1668950133009055,-1.3984144227464972,1.4625626622873935
-0.6804558265423739,1.270399532397744,0.1432076095186689,0.8967661809954647,0.3431499184279093,-0.3155659773858846
0.6084377009622088,-1.4414859710468704,0.08382119153523,-0.6804731011080766,0.1670695124055325,-0.8230930296846302
0.9699621361087288,-0.1260940324770986,-0.1285733121598716,-1.1324912345081737,0.8447718130446965,-0.713593361690078
0.873477340684716,-1.8861247190622836,0.721667857459447,-1.9327612517811108,1.2816208050536015,0.0912086075715038
-1.25302431622389,-1.6085109624460598,1.2569060660725022,-0.8066892779253497,0.6623841806959125,-1.2768175941225592
1.104137675800204,0.1842481392386366,0.0249236789424601,0.3466398253955088,-0.0001931749741799,1.2391085340477677
-0.5816988079171638,1.4424721470343818,0.5537650912826015,-0.5774415393906974,1.201406195990748,0.7158888908370109
0.6808694022155448,-0.2078754745372579,0.1155595516692677,-0.0520642517789746,0.053830880959953,0.4395767216719515
0.9350462854664104,0.605880626028828,0.4641054223734484,-1.9559954439753169,0.3010505925205695,-0.3361700112033415
1.044461183591768,0.0954263506692476,0.405799989865011,0.4249970005617312,-1.7197860337071251,0.8405097320003767
0.1193027531328805,-0.8808784819801078,1.5369958600071818,1.1145923072842887,-1.7366447128449365,2.068762871154084
0.9719162956558228,-0.1391617572850893,0.4079023206830544,-0.7054537194198897,0.4083840588477819,0.3473494791413807
-1.2482891014247586,-0.9811640422000634,0.3761165730334134,-0.2449877967752446,0.5816471882436087,-0.9812485842178136
1.349294058594002,-0.715490825754439,1.4240970980202858,0.0945568798288948,-0.5582761893626439,1.0975755744271791
0.5335104731094815,-1.6419383703851045,-0.3222005844124066,-0.2587991537907815,-0.4407908838256697,-0.7133922378686993
-1.4787642807677708,-0.6482590040072213,0.5413957526119467,-0.8257008645843256,-1.0749743407629562,-0.7800531794542601
0.6277811531288842,1.4690163340199376,-0.3786012890484124,-0.0887767629809039,0.6570056885952327,0.8749357878419676
-1.6976191147878417,1.4432480391039977,-0.9212416670169924,-0.9681464505745818,-1.3463959887807029,-0.7781275942807789
-0.6796157161130526,-1.6281571825881545,-2.077204004978395,-0.5845850786668905,-1.9174197898050545,-1.3624297913944532
-1.748593197013111,-0.7674000564458447,-0.5451663753682667,-0.9698477128200278,-0.7135289519643802,-2.0749953672938504
0.702435680239756,0.6058586777120546,1.5001278357957213,1.4979802506396172,-0.1260503343185666,1.1232758764613189
0.0902086016663987,-0.2932532177966874,1.348870664829782,-0.5253016085076807,-1.312095050258537,0.4095552201379628
0.1737380479858019,0.3705253857419085,1.0321477313028964,-1.585067000009882,-0.2512383543211418,-0.7310483350996427
0.5770610692892438,1.362314580670858,-0.0519597231606698,0.9357595081411362,1.3502430786401671,1.622146076750422
1.3168134320558669,0.0426732913673932,-1.4865191508620874,-0.6758008965980035,1.3459266143761588,0.3943888857611121
0.6483338711906408,0.3223540206035885,-1.021137192379105,0.1091331806376486,0.0589251971812414,0.209741054280538
-0.2313252227070335,-1.1310145496768065,-0.0260729956546581,1.0209049740968872,-0.4100152868651591,-0.5431285213388461
-1.5741468890032384,-0.4555731724225937,1.2999983918415126,0.2346344418366397,-1.263541021972211,-0.5978463289759274
0.7406661240942943,-1.5763313862777102,0.4082972449690132,0.8328295076255754,1.048988663168035,0.2051216476232758
-1.1976400203899955,-0.4777600971825494,0.5067871903157811,0.0950918868401518,-1.2987102249978228,-0.5707948717401514
1.4945437260758638,-0.3607623992108201,1.508575753291599,0.2146466677088377,-1.293630314110892,1.745971008335948
-0.9302876682211504,-0.1534324188261808,-1.9964577070173324,-1.4261305809022389,0.9220384979664724,-1.6266057850287452
