PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,target
-0.4442958364662131,0.5141803607047015,0.5650636891416346,-0.05244725411600237,-0.3530554938731635,-0.1916266402993742,0.32511513562061356,0.16902682104623912,0.2088279161181653,-0.18440385906050405,-0.19295363124560783,0.02564374385292796,0.45416391829303504,-0.1448739741398788,-0.0400045208765899,0.8588661507874209
-0.2811724491921173,-0.1706684360090168,0.2569839981428106,-0.589412176550641,0.09580271574195631,-0.42400472371802195,-0.3652253243996927,-0.5406072861743989,-0.12114515183673646,-0.006164557686692773,-0.16237272610801634,0.12998030234543015,0.01400400473190408,0.07257269025454742,0.04800853763611129,0.4083326254303163
0.04690186853898638,-0.4363124283894662,-0.5529684055252446,0.08231176183200589,0.08957080014367325,-0.29936596167085433,-0.703885039380284,-0.16217453192151965,-0.12867946382932433,0.1721842030702192,-0.11169611197935048,-0.12164431738961884,-0.2246672253383895,-0.24152947389207763,-0.10699073452913016,0.2905433785354954
0.3591683212921348,-0.12813533268155244,0.24436841981828583,-0.10366678780211559,-0.11128165612962515,-0.27247043980700314,-0.0990103636478585,-0.3501424524180119,0.2221388884771851,0.05753808052270609,0.36400492091919046,-0.19464987844808723,-0.0011789658657625074,0.03843591933727089,0.35141251838050047,0.2031025413043567
-0.24927049451785643,0.7092218345065959,0.23696104948735086,0.466926235474665,-0.047709804563215386,-0.20046226784769602,-0.0678464226868271,0.26144495543070934,-0.06518963973689829,-0.13801298286863195,-0.24030938635851418,-0.2629795797670752,0.40127447184519,0.15089735558752085,-0.24799993658745367,0.8210213601360593
0.26830382524761454,0.6134869026967441,0.3056227571479291,-0.5765528664724223,-0.2715026383967393,0.46178455024741194,0.142193429892219,-0.10136925968396004,0.16035847652244495,-0.06754195208735925,0.15556133246834092,-0.06367603947497041,0.04232973956106893,0.096785455833381,-0.4313841358510425,0.7027842916593978
-0.11300610665947508,0.394448466300271,0.10114022118782084,0.20651481832907626,0.3119464005143735,-0.0468343392314477,-0.6846843424264015,-0.34716084437416994,0.04025702125993391,-0.1996700981681837,-0.11194449382250438,-0.480778895929571,0.06793851001441331,-0.1760354263126605,0.2719648561108708,0.6416381276016699
-0.44151071366785544,-0.0032583307732161892,-0.1832873026281429,0.013645800599851848,0.23179144343354596,-0.34284667123314033,0.0018909887822361748,0.2528421679308731,-0.1508531423015766,0.04635895678179236,-0.186529062952547,-0.21566546642150014,-0.20821261848474165,-0.33930676529580944,0.14832456491556814,0.6114630543055883
0.20313397943557926,-0.001744800882587813,-0.009772050044728697,0.02423118624620224,0.4503316179549014,0.29973710100082307,-0.046525565498948526,-0.1571428279395285,-0.3482507145857262,-0.4212781308571921,0.4010268322337449,0.16151501685544956,-0.05668576668435121,0.012924429990475494,0.24917187462300983,0.5648866230657172
-0.3992450261389432,0.4354912696996196,0.04262511480437603,-0.3802789063673908,-0.4429223965940734,0.01577893596428981,0.2582038935447694,-0.4523283102643846,-0.5155409075239247,0.08208607575277072,0.06094686089247725,-0.16102286578170105,-0.13588848556907818,0.2733299912181071,-0.02780532965878263,0.4642293532837557
0.12070193778486389,0.5200334775539732,0.18604738610241145,0.16941333022338312,0.6102756926607217,-0.6556809463899648,-0.4136741866136855,0.14985195631284332,-0.20667460192575554,0.07148771270997784,-0.16377871684910805,0.3488752602594669,0.48769434555801444,0.20580481987725893,-0.12896543257437032,0.6069912959621495
