PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,target
-0.012102078431093342,0.05320123227970587,-0.025370857022196686,0.03341532877903606,0.022552386682259964,-0.07147699161975847,0.011487686746823534,0.02861045618917168,0.0027730910576669
-0.08257037616241492,-0.03596281541157212,0.0338630590429914,-0.0013162780079350907,0.1660525424945833,0.021075467264834415,0.00534411688443542,0.037693617277619086,0.0049278759184858
0.05953016307410934,-0.015092326804994834,-0.07693167277286124,-0.0021668602678987653,0.012241676908622368,0.10918761545162227,-0.04465860027757772,-0.06322816408737127,0.0030955851699004
-0.05075841668063905,0.06083784589998677,0.03452389591902627,0.07289795174572086,-0.07274902607589478,0.041984270920321046,-0.023002260886118342,0.03147745669743664,0.0031898649733256
-0.0719137838851676,-0.006565832641138893,0.06470383659873072,-0.03480546107144938,-0.0723091916668598,-0.00519678586288734,0.01911417576557283,0.03129837564083032,0.0026561591165303
-0.005739664652435389,-0.06583769227101925,-0.053376172373003225,0.014468811105535783,-0.024694861220311455,0.00604432630810596,-0.0259449627903384,-0.007798108625927809,0.0034092973578911
-0.08562238276726161,-0.029722899248983053,-0.033658797633559424,0.03291756251626982,0.09371656092606725,0.05540604619264113,0.03175684106542982,0.024955983994951247,0.0039331321877142
-0.11959005034700142,0.0350879397031051,-0.05113041972118004,-0.05160405839437487,-0.03642866663288542,0.02914669395801157,-0.08650965125873618,0.01969914862717081,0.0028798642232703
0.05903847223339022,-0.01179327279094683,0.026377958872195746,-0.06855340945588578,0.013675991182189425,0.009399082781831603,0.05036196154927526,-0.008509092827977733,0.0030204012874818
-0.003706549480053462,0.040017668709044954,-0.013003201162407232,0.03805673347731714,0.03137823746580053,-0.022902206849994153,0.019323728130370393,-0.01580028785749757,0.0022042251276553
0.05548499128436306,-0.0063779178525099085,-0.033772837800594216,-0.05461068442633973,0.04002645144944539,0.04635333968587432,0.016100981752582094,-0.06661267129168845,0.0019427346576736
-0.0219257035350238,-0.03580435050517132,0.060694229909621845,0.022786257621708154,-0.06722688727863167,0.04410075302933683,-0.02299545402641942,-0.014461509670653874,0.0012398007085649
0.05760198762624807,0.023831982469797168,-0.00786187932147162,-0.07807645172707794,-0.04658547359857735,-0.06939571917080503,-0.015277429943498391,-0.02505603447659315,0.0014829361176605
-0.02334620781379617,0.07308461949118583,-0.007752525500378563,-0.014885803648939301,0.06140456550583276,8.382589874417201e-05,0.010237024311392139,0.03657940765482174,0.001980291289071
0.012204510992446295,-0.02468009972454226,-0.030437456755823676,-0.006486683067364201,-0.08908305108177657,-0.0015071515240040328,-0.0017224016214665537,-0.030790669814820867,0.0032308664943249
0.030152068334999275,0.0797649228649263,-0.0028239916705634642,-0.05866605161910151,0.05457396223703989,-0.05174577777869528,-0.013611195752792772,-0.03466342451828325,0.0029930903568345
0.053250123147915836,0.05436187537921737,-0.07185017859856883,0.05207336863701855,-0.05251585793329591,0.04897546082802136,-0.02312280998805238,0.040616783031320124,0.0042714497727392
-0.01631559097136104,-0.022212878404029086,-0.0796585711300326,0.026931183886321507,-0.055775966929992774,-0.04409382856600669,0.0743237247760979,0.005834616263350406,0.0023155518387754
-0.0023402299160129943,-0.05116944836490549,0.03149768312947045,0.03420843618080377,-0.011928978049913287,-0.012390632633322768,0.041643848156707707,-0.006235429830443853,0.0009974212596196
0.07109508817548235,0.011658535674197317,-0.01108972222348949,-0.018967091677031644,-0.019850548933040384,0.10311108802911362,-0.074597613369658,0.0023717640195959414,0.003473921708397
0.050306883321959275,0.06869066267930016,0.02035319021965918,0.020690481504389163,0.01869197332111323,-0.019937886700838986,-0.01576251407704003,-0.012606113557263578,0.0026558146404907
0.03583281491621146,0.09780513329545872,-0.040943267488527064,0.049630499275878856,0.041157851595962046,-0.05639137570183035,-0.04374403797328986,0.044126589437741705,0.0039490423151999
-0.07952578718147059,0.021746133168767008,-0.020921952846417305,-0.03088441689814527,0.06326764902932676,-0.07500375655149151,-0.032638354357676945,-0.004635899160364751,0.0027139993668041
