Columna,Tipo,Valores únicos,Nulos,Min,Max,Media,Mediana,Moda,Varianza,Desv. Estándar,Sesgo,Curtosis,p-valor Shapiro,Es normal (Shapiro),p-valor KS,Es normal (KS)
feature_0,float64,800,0,0.0005508054,0.8097754568,0.3024905878,0.3051452051,0.0005508054,0.0291343951,0.1706880052,0.0373174992,-0.940068777,1e-10,0,0.0273981285,0
feature_1,float64,800,0,0.0005703654,0.5294200997,0.1990484767,0.1991950966,0.0005703654,0.0129603589,0.1138435722,0.0716612804,-0.9500957643,1e-10,0,0.0138305772,0
feature_2,float64,800,0,0.0001401128,0.4806220882,0.2078379642,0.210537179,0.0001401128,0.0136205588,0.1167071495,0.0098738356,-1.0255257054,0.0,0,0.0066708734,0
feature_3,float64,800,0,0.0001883827,0.4572822858,0.1862386011,0.1886894403,0.0001883827,0.0112730541,0.1061746396,0.044150221,-0.9287186057,1e-10,0,0.0199634218,0
feature_4,float64,800,0,0.0003301278,0.7282584715,0.3134722041,0.3244563173,0.0003301278,0.0280702034,0.1675416467,-0.0800455879,-1.0049216046,0.0,0,0.0049402973,0
feature_5,float64,800,0,0.0006857,0.5470702978,0.209327378,0.2174590778,0.0006857,0.014354346,0.119809624,0.0850163183,-0.9509869578,0.0,0,0.0005361228,0
feature_6,float64,800,0,0.0002912297,0.3502207691,0.1427465499,0.1441979886,0.0002912297,0.0067302484,0.0820380913,0.0881536987,-0.9930808811,0.0,0,0.0034563285,0
feature_7,float64,800,0,0.0003755355,0.5632645338,0.2495288829,0.2478623737,0.0003755355,0.0213059529,0.1459655879,0.0584892406,-1.0894419212,0.0,0,0.0057309317,0
feature_8,float64,800,0,0.0004787642,0.3715838175,0.1192077784,0.1165726706,0.0004787642,0.0051718543,0.0719156052,0.3003906567,-0.5648718019,0.0,0,0.0018328837,0
feature_9,float64,800,0,0.000184296,0.3224194948,0.1293194286,0.1296754601,0.000184296,0.0056779377,0.0753520916,0.166288951,-0.9169907461,0.0,0,0.0054643498,0
feature_10,float64,800,0,0.0011470322,0.6962975792,0.260556565,0.2671713815,0.0011470322,0.0216447616,0.1471215877,-0.0102552255,-1.0175745483,0.0,0,0.0004026533,0
feature_11,float64,800,0,3.3273e-06,0.0069574413,0.0022450012,0.0021513432,3.3273e-06,1.9247e-06,0.001387328,0.2888757131,-0.7145117383,0.0,0,0.0039839737,0
feature_12,float64,800,0,0.0012393342,0.7068782331,0.3089910706,0.3188033327,0.0012393342,0.0290387248,0.1704075257,-0.0069926809,-1.0067071184,0.0,0,0.0117194353,0
feature_13,float64,800,0,0.000179606,0.1800885578,0.0661398572,0.065345608,0.000179606,0.0015809245,0.039760841,0.1593048692,-1.0052532338,0.0,0,0.0001818131,0
feature_14,float64,800,0,0.0001260971,0.0527661827,0.0187986156,0.0180164638,0.0001260971,0.0001239806,0.0111346582,0.193319307,-0.8074706825,1e-10,0,0.050252912,1
feature_15,float64,800,0,0.001120603,0.4582755724,0.1810743487,0.1841145468,0.001120603,0.0119245439,0.10919956,0.1405491439,-0.9712603354,0.0,0,0.0032206395,0
feature_16,float64,800,0,5.1297e-05,0.1764649732,0.0603677287,0.0569689703,5.1297e-05,0.0013829988,0.0371886922,0.3239001278,-0.699084341,0.0,0,0.0049667623,0
feature_17,float64,800,0,4.57025e-05,0.1343933065,0.0471635896,0.0481086029,4.57025e-05,0.0008001401,0.0282867486,0.1982856921,-0.7650710431,0.0,0,0.0006778482,0
feature_18,float64,800,0,6.32017e-05,0.0530000136,0.0182354738,0.0183277446,6.32017e-05,0.00011661,0.0107986117,0.1457737821,-0.8802853143,0.0,0,0.0032626616,0
feature_19,float64,800,0,0.0001995541,0.6600823853,0.293481108,0.315554852,0.0001995541,0.027405632,0.1655464649,-0.0909938146,-1.0655168292,0.0,0,0.0030695835,0
target,float64,800,0,0.0002262427,0.0223458968,0.0096437845,0.0096184799,0.0002262427,1.20553e-05,0.003472081,0.1509392384,-0.2032036367,0.0723992712,1,0.7927809335,1
